"acceptedScientificName","genericName","specificEpithet","decimalLongitude","decimalLatitude","first","second","third","datasetKey"
"Scalesia microcephala B.L.Rob.","Scalesia","microcephala",-91.534633,-0.347916,"Ecuador","Isla Fernandina",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia microcephala B.L.Rob.","Scalesia","microcephala",-91.534633,-0.347916,"Ecuador","Isla Fernandina",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.33849,-0.76211,"Ecuador","Isla Santa Cruz",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia microcephala B.L.Rob.","Scalesia","microcephala",-91.514783,-0.377444,"Ecuador","Isla Fernandina",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia cordata A.Stewart","Scalesia","cordata",-91.282861,-1.006611,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia cordata A.Stewart","Scalesia","cordata",-91.283305,-1.006805,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia cordata A.Stewart","Scalesia","cordata",-91.283222,-1.006805,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia cordata A.Stewart","Scalesia","cordata",-91.282944,-1.007027,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia cordata A.Stewart","Scalesia","cordata",-91.283222,-1.006805,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia cordata A.Stewart","Scalesia","cordata",-91.283222,-1.006805,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia cordata A.Stewart","Scalesia","cordata",-91.283222,-1.006805,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia cordata A.Stewart","Scalesia","cordata",-91.280083,-1.006611,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia cordata A.Stewart","Scalesia","cordata",-91.283222,-1.006805,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia cordata A.Stewart","Scalesia","cordata",-91.282861,-1.006611,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia cordata A.Stewart","Scalesia","cordata",-91.282861,-1.006611,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia cordata A.Stewart","Scalesia","cordata",-91.282861,-1.006611,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.235991,-0.673355,"Ecuador","Isla Santa Cruz",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.235991,-0.673355,"Ecuador","Isla Santa Cruz",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia cordata A.Stewart","Scalesia","cordata",-91.175888,-0.835861,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia cordata A.Stewart","Scalesia","cordata",-91.283222,-1.006805,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia cordata A.Stewart","Scalesia","cordata",-91.283222,-1.006805,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia cordata A.Stewart","Scalesia","cordata",-91.283222,-1.006805,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.2914,-0.1888,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia incisa Hook.fil.","Scalesia","incisa",-89.4167,-0.8083,"Ecuador","Isla San Cristobal",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia microcephala var. microcephala","Scalesia","microcephala",-91.5222,-0.3667,"Ecuador","Isla Fernandina",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia incisa Hook.fil.","Scalesia","incisa",-89.4167,-0.8083,"Ecuador","Isla San Cristobal",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-89.4167,-0.8083,"Ecuador","Isla San Cristobal",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia aspera Andersson","Scalesia","aspera",-90.401424,-0.51256,"Ecuador","Isla Santa Cruz",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia divisa Andersson","Scalesia","divisa",-89.4167,-0.8083,"Ecuador","Isla San Cristobal",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia crockeri Howell","Scalesia","crockeri",-90.326416,-0.753983,"Ecuador","Isla Santa Cruz",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia stewartii Riley","Scalesia","stewartii",-90.56966,-0.285985,"Ecuador","Isla San Salvador",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia divisa Andersson","Scalesia","divisa",-89.4167,-0.8083,"Ecuador","Isla San Cristobal",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia affinis subsp. affinis","Scalesia","affinis",-90.486227,-1.271733,"Ecuador","Isla Santa Maria",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.5585,-0.0194,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.5222,-0.3667,"Ecuador","Isla Fernandina",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia cordata A.Stewart","Scalesia","cordata",-91.1249,-0.8137,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-90.326722,-0.664388,"Ecuador","Isla Santa Cruz",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-89.463277,-0.846861,"Ecuador","Isla San Cristobal",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.385444,-0.248416,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia cordata A.Stewart","Scalesia","cordata",-91.209277,-0.857222,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia cordata A.Stewart","Scalesia","cordata",-91.169305,-0.895361,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia cordata A.Stewart","Scalesia","cordata",-91.225249,-0.867388,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia atractyloides Arn.","Scalesia","atractyloides",-90.632111,-0.318361,"Ecuador","Isla San Salvador",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia stewartii Riley","Scalesia","stewartii",-90.603361,-0.314888,"Ecuador","Isla San Salvador",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.5222,-0.3667,"Ecuador","Isla Fernandina",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia atractyloides Arn.","Scalesia","atractyloides",-90.644944,-0.282166,"Ecuador","Isla San Salvador",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.5222,-0.3667,"Ecuador","Isla Fernandina",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia stewartii Riley","Scalesia","stewartii",-90.618888,-0.236583,"Ecuador","Isla San Salvador",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia atractyloides Arn.","Scalesia","atractyloides",-90.624833,-0.304083,"Ecuador","Isla San Salvador",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia atractyloides Arn.","Scalesia","atractyloides",-90.628833,-0.298666,"Ecuador","Isla San Salvador",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia atractyloides Arn.","Scalesia","atractyloides",-90.640916,-0.298888,"Ecuador","Isla San Salvador",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia atractyloides Arn.","Scalesia","atractyloides",-90.624833,-0.304083,"Ecuador","Isla San Salvador",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia atractyloides var. atractyloides","Scalesia","atractyloides",-90.821027,-0.317138,"Ecuador","Isla San Salvador",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia baurii subsp. hopkinsii (B.L.Rob.) Eliasson","Scalesia","baurii",-90.774888,0.57575,"Ecuador","Isla Pinta",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia helleri B.L.Rob.","Scalesia","helleri",-90.327611,-0.662083,"Ecuador","Isla Santa Cruz",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.355708,-0.583427,"Ecuador","Isla Santa Cruz",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia baurii subsp. hopkinsii (B.L.Rob.) Eliasson","Scalesia","baurii",-90.7547,0.5883,"Ecuador","Isla Pinta",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-89.4167,-0.8083,"Ecuador","Isla San Cristobal",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.725,-0.2583,"Ecuador","Isla San Salvador",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia divisa Andersson","Scalesia","divisa",-89.4167,-0.8083,"Ecuador","Isla San Cristobal",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia divisa Andersson","Scalesia","divisa",-89.4167,-0.8083,"Ecuador","Isla San Cristobal",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia divisa Andersson","Scalesia","divisa",-89.4167,-0.8083,"Ecuador","Isla San Cristobal",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia baurii subsp. hopkinsii (B.L.Rob.) Eliasson","Scalesia","baurii",-90.7547,0.5883,"Ecuador","Isla Pinta",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia incisa Hook.fil.","Scalesia","incisa",-89.4167,-0.8083,"Ecuador","Isla San Cristobal",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.725,-0.2583,"Ecuador","Isla San Salvador",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia atractyloides var. atractyloides","Scalesia","atractyloides",-90.725,-0.2583,"Ecuador","Isla San Salvador",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.725,-0.2583,"Ecuador","Isla San Salvador",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia stewartii Riley","Scalesia","stewartii",-90.725,-0.2583,"Ecuador","Isla San Salvador",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia stewartii Riley","Scalesia","stewartii",-90.725,-0.2583,"Ecuador","Isla San Salvador",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.5585,-0.0194,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.1221,-0.4221,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia baurii subsp. hopkinsii (B.L.Rob.) Eliasson","Scalesia","baurii",-90.761333,0.548333,"Ecuador","Isla Pinta",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia affinis subsp. affinis","Scalesia","affinis",-90.488305,-1.270722,"Ecuador","Isla Santa Maria",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.45175,-1.293566,"Ecuador","Isla Santa Maria",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia pedunculata Hook.fil.","Scalesia","pedunculata",-90.371055,-0.621777,"Ecuador","Isla Santa Cruz",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia divisa Andersson","Scalesia","divisa",-89.4167,-0.8083,"Ecuador","Isla San Cristobal",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia gordilloi O.J.Hamann & Wium-And.","Scalesia","gordilloi",-89.4167,-0.8083,"Ecuador","Isla San Cristobal",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia incisa Hook.fil.","Scalesia","incisa",-89.4167,-0.8083,"Ecuador","Isla San Cristobal",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia crockeri Howell","Scalesia","crockeri",-90.329271,-0.563885,"Ecuador","Isla Santa Cruz",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia affinis Hook.fil.","Scalesia","affinis",-91.1249,-0.8137,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia crockeri Howell","Scalesia","crockeri",-90.294634,-0.498432,"Ecuador","Isla Santa Cruz",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia cordata A.Stewart","Scalesia","cordata",-91.1249,-0.8137,"Ecuador","Isla Isabela",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia divisa Andersson","Scalesia","divisa",-89.4167,-0.8083,"Ecuador","Isla San Cristobal",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
"Scalesia villosa A.Stewart","Scalesia","villosa",-90.427186,-1.274416,"Ecuador","Isla Santa Maria",NA,"211ace54-dcc2-4243-ad2b-a76f63494cc9"
